lj_id	lj_item	item	source	language	xsampa	ipa	cognacy	notes
1	fire	fire	Lee&Hasegawa2011	OldJapanese	Ci_"	çï	A	/
1	fire	fire	Lee&Hasegawa2011	LateMiddleJapanese	Ci	çi	A	/
1	fire	fire	Hattori1954	OldJapanese	fi	fi	A	/
1	fire	fire	Hirayama1992	Sapporo	Ci	çi	A	/
1	fire	fire	Hirayama1992	Rebun	Ci_"	çï	A	/
1	fire	fire	Hirayama1992	Aomori	s\i_"	ɕï	A	/
1	fire	fire	Hirayama1992	Hirosaki	s\i_"	ɕï	A	/
1	fire	fire	Hirayama1992	Hachinohe	sM_"	sɯ̈	A	/
1	fire	fire	Hirayama1992	Morioka	Ci_"	çï	A	/
1	fire	fire	Hirayama1992	Ashiro	s\i_"	ɕï	A	/
1	fire	fire	Hirayama1992	Sendai	Ci_"	çï	A	/
1	fire	fire	Hirayama1992	Akita	s\M_"	ɕɯ̈	A	/
1	fire	fire	Hirayama1992	Kawabe	s\i_"	ɕï	A	/
1	fire	fire	Hirayama1992	Amarume	F\i_"	ꜰï	A	/
1	fire	fire	Hirayama1992	Koriyama	Ci_"	çï	A	/
1	fire	fire	Hirayama1992	Aizutakada	Ci_"	çï	A	/
1	fire	fire	Hirayama1992	Ibaraki	Ci_"	çï	A	/
1	fire	fire	Hirayama1992	Utsunomiya	Ci_":	çïː	A	/
1	fire	fire	Hirayama1992	Takasaki	Ci	çi	A	/
1	fire	fire	Hirayama1992	Menuma	Ci	çi	A	/
1	fire	fire	Hirayama1992	Tako	Ci	çi	A	/
1	fire	fire	Hirayama1992	Sodegaura	Ci	çi	A	/
1	fire	fire	Hirayama1992	Tokyo	Ci	çi	A	/
1	fire	fire	Hirayama1992	Okutama	Ci	çi	A	/
1	fire	fire	Hirayama1992	Hachijo	Ci	çi	A	/
1	fire	fire	Hirayama1992	Sagamihara	Ci	çi	A	/
1	fire	fire	Hirayama1992	Niigata	Ci	çi	A	/
1	fire	fire	Hirayama1992	Niibo	Ci:	çiː	A	/
1	fire	fire	Hirayama1992	Toyama	Ci:	çiː	A	/
1	fire	fire	Hirayama1992	Gokayama	Ci:	çiː	A	/
1	fire	fire	Hirayama1992	Kanazawa	Ci:	çiː	A	/
1	fire	fire	Hirayama1992	Nanao	Ci:	çiː	A	/
1	fire	fire	Hirayama1992	Fukui	Ci:	çiː	A	/
1	fire	fire	Hirayama1992	Kofu	Ci:	çiː	A	/
1	fire	fire	Hirayama1992	Nagano	Si	ʃi	A	/
1	fire	fire	Hirayama1992	Akiyama	F\e	ꜰe	A	/
1	fire	fire	Hirayama1992	Gifu	Ci	çi	A	/
1	fire	fire	Hirayama1992	Shizuoka	Ci	çi	A	/
1	fire	fire	Hirayama1992	Nagoya	Ci	çi	A	/
1	fire	fire	Hirayama1992	Ano	hi:	hiː	A	/
1	fire	fire	Hirayama1992	Santou	Ci:	çiː	A	/
1	fire	fire	Hirayama1992	Kyoto	hi:	hiː	A	/
1	fire	fire	Hirayama1992	Osaka	hi:	hiː	A	/
1	fire	fire	Hirayama1992	Kishiwada	hi:	hiː	A	/
1	fire	fire	Hirayama1992	Kakogawa	hi:	hiː	A	/
1	fire	fire	Hirayama1992	Yamato-Koriyama	hi:	hiː	A	/
1	fire	fire	Hirayama1992	Totsukawa	Ci:\	çiˑ	A	/
1	fire	fire	Hirayama1992	Arida	hi:	hiː	A	/
1	fire	fire	Hirayama1992	Tottori	Ci	çi	A	/
1	fire	fire	Hirayama1992	Izumo	F\M_"	ꜰɯ̈	A	/
1	fire	fire	Hirayama1992	Okayama	hi	hi	A	/
1	fire	fire	Hirayama1992	Hiroshima	Ci	çi	A	/
1	fire	fire	Hirayama1992	Yuki	Ci	çi	A	/
1	fire	fire	Hirayama1992	Tokuji	Ci	çi	A	/
1	fire	fire	Hirayama1992	Tokushima	hi:	hiː	A	/
1	fire	fire	Hirayama1992	Kagawa	Ci:	çiː	A	/
1	fire	fire	Hirayama1992	Matsuyama	Ci:	çiː	A	/
1	fire	fire	Hirayama1992	Oozu	hi:	hiː	A	/
1	fire	fire	Hirayama1992	Kochi	hi:	hiː	A	/
1	fire	fire	Hirayama1992	Fukuoka	Ci	çi	A	/
1	fire	fire	Hirayama1992	Kitagata	Ci	çi	A	/
1	fire	fire	Hirayama1992	Nagasaki	Ci	çi	A	/
1	fire	fire	Hirayama1992	Fukue	Ci	çi	A	/
1	fire	fire	Hirayama1992	Kagami	Ci:	çiː	A	/
1	fire	fire	Hirayama1992	Notsu	Ci	çi	A	/
1	fire	fire	Hirayama1992	Miyazaki	Ci	çi	A	/
1	fire	fire	Hirayama1992	Kagoshima	Ci	çi	A	/
1	fire	fire	Hirayama1992	Kamikoshiki	Ci	çi	A	/
1	fire	fire	Hirayama1992	Naze	m__?atsi_"	mˀatsï	B	/
1	fire	fire	Hirayama1992	Motobu	pi:	piː	A	/
1	fire	fire	Hirayama1992	Hirara	umatsi_"	umatsï	B	/
1	fire	fire	Hirayama1992	Ikema	umatsi_"	umatsï	B	/
1	fire	fire	Hirayama1992	Nagahama	umatsi_"	umatsï	B	/
1	fire	fire	Hirayama1992	Tarama	umutsi_"	umutsï	B	/
1	fire	fire	Hirayama1992	Hatoma	pi:	piː	A	/
1	fire	fire	Hirayama1966	Naze	?matSi	ʔmatʃi	B	/
1	fire	fire	Hirayama1966	Koniya	?mat	ʔmat	B	/
1	fire	fire	Hirayama1966	Kametsu	?matsi_"_0	ʔmatsï̥	B	/
1	fire	fire	Hirayama1966	Shitooke	?umatsu	ʔumatsu	B	/
1	fire	fire	Hirayama1966	Serikaku	mattSi	mattʃi	B	/
1	fire	fire	Hirayama1966	Chabana	matSi	matʃi	B	/
1	fire	fire	Hirayama1966	Hentona	F\i:	ꜰiː	A	/
1	fire	fire	Hirayama1966	Ie	ti:	tiː	A	/
1	fire	fire	Hirayama1966	Ou	Ci:	çiː	A	/
1	fire	fire	Hirayama1966	Hirara	umatsi_"	umatsï	B	/
1	fire	fire	Hirayama1966	Ikema	umatsi_"	umatsï	B	/
1	fire	fire	Hirayama1966	Ishigaki	pi_":	pïː	A	/
1	fire	fire	Hirayama1966	Hateruma	pi_":	pïː	A	/
1	fire	fire	Hirayama1966	Kagoshima	Ci	çi	A	/
1	fire	fire	Hirayama1967	Naze	?matSi	ʔmatʃi	B	/
1	fire	fire	Hirayama1967	Shuri	F\i:	ꜰiː	A	/
1	fire	fire	Hirayama1967	Ou	F\i:	ꜰiː	A	/
1	fire	fire	Hirayama1967	Ikema	?umatsi_"	ʔumatsï	B	/
1	fire	fire	Hirayama1967	Oura	mmo:tsi_"	mmoːtsï	B	/
1	fire	fire	Hirayama1967	Uechi	?umatsi_"	ʔumatsï	B	/
1	fire	fire	Hirayama1967	Tarama	?umatsi_"	ʔumatsï	B	/
1	fire	fire	Hirayama1967	Ishigaki	pi_":	pïː	A	/
1	fire	fire	Hirayama1967	Ohama	pi:	piː	A	/
1	fire	fire	Hirayama1967	Taketomi	pi:	piː	A	/
1	fire	fire	Hirayama1967	Sonai	pi_0:	pi̥ː	A	/
1	fire	fire	Hirayama1967	Kuroshima	pi:	piː	A	/
1	fire	fire	Hirayama1967	Hateruma	pi_":	pïː	A	/
1	fire	fire	Hirayama1967	Yonaguni	t__?Zi:	tˀʒiː	A	/
1	fire	fire	Hirayama1967	Kagoshima	Ci	çi	A	/
1	fire	fire	Hirayama1967	Kyoto	Ci:	çiː	A	/
1	fire	fire	Hirayama1988	Ishigaki	pi_":	pïː	A	/
1	fire	fire	Hirayama1988	Hateruma	p__si_":\	pˢïˑ	A	/
1	fire	fire	Hirayama1988	Yonaguni	tS__?i	tʃˀi	A	/
1	fire	fire	Hirayama1986	Wadomari	matSi	matʃi	B	/
1	fire	fire	Hirayama1986	China	matSi	matʃi	B	/
1	fire	fire	Hirayama1986	Tokunoshima	m__?atsi_"	mˀatsï	B	/
2	nose	nose	Lee&Hasegawa2011	OldJapanese	hana	hana	A	/
2	nose	nose	Lee&Hasegawa2011	LateMiddleJapanese	hana	hana	A	/
2	nose	nose	Hattori1954	OldJapanese	fana	fana	A	/
2	nose	nose	Hirayama1992	Sapporo	hana	hana	A	/
2	nose	nose	Hirayama1992	Rebun	hana	hana	A	/
2	nose	nose	Hirayama1992	Aomori	hana	hana	A	/
2	nose	nose	Hirayama1992	Hirosaki	ha__nna	haⁿna	A	/
2	nose	nose	Hirayama1992	Hachinohe	hana	hana	A	/
2	nose	nose	Hirayama1992	Morioka	hana	hana	A	/
2	nose	nose	Hirayama1992	Ashiro	ha__nna	haⁿna	A	/
2	nose	nose	Hirayama1992	Sendai	hana	hana	A	/
2	nose	nose	Hirayama1992	Akita	hana	hana	A	/
2	nose	nose	Hirayama1992	Kawabe	ha__nna	haⁿna	A	/
2	nose	nose	Hirayama1992	Amarume	hana	hana	A	/
2	nose	nose	Hirayama1992	Koriyama	hana	hana	A	/
2	nose	nose	Hirayama1992	Aizutakada	hana	hana	A	/
2	nose	nose	Hirayama1992	Ibaraki	hana	hana	A	/
2	nose	nose	Hirayama1992	Utsunomiya	hana	hana	A	/
2	nose	nose	Hirayama1992	Takasaki	hana	hana	A	/
2	nose	nose	Hirayama1992	Menuma	hana	hana	A	/
2	nose	nose	Hirayama1992	Tako	hana	hana	A	/
2	nose	nose	Hirayama1992	Sodegaura	hana	hana	A	/
2	nose	nose	Hirayama1992	Tokyo	hana	hana	A	/
2	nose	nose	Hirayama1992	Okutama	hana	hana	A	/
2	nose	nose	Hirayama1992	Hachijo	hana	hana	A	/
2	nose	nose	Hirayama1992	Sagamihara	hana	hana	A	/
2	nose	nose	Hirayama1992	Niigata	hana	hana	A	/
2	nose	nose	Hirayama1992	Niibo	hana	hana	A	/
2	nose	nose	Hirayama1992	Toyama	hana	hana	A	/
2	nose	nose	Hirayama1992	Gokayama	hana	hana	A	/
2	nose	nose	Hirayama1992	Kanazawa	hana	hana	A	/
2	nose	nose	Hirayama1992	Nanao	hana	hana	A	/
2	nose	nose	Hirayama1992	Fukui	hana	hana	A	/
2	nose	nose	Hirayama1992	Kofu	hana	hana	A	/
2	nose	nose	Hirayama1992	Nagano	hana	hana	A	/
2	nose	nose	Hirayama1992	Akiyama	hana	hana	A	/
2	nose	nose	Hirayama1992	Gifu	hana	hana	A	/
2	nose	nose	Hirayama1992	Shizuoka	hana	hana	A	/
2	nose	nose	Hirayama1992	Nagoya	hana	hana	A	/
2	nose	nose	Hirayama1992	Ano	hana	hana	A	/
2	nose	nose	Hirayama1992	Santou	hana	hana	A	/
2	nose	nose	Hirayama1992	Kyoto	hana	hana	A	/
2	nose	nose	Hirayama1992	Osaka	hana	hana	A	/
2	nose	nose	Hirayama1992	Kishiwada	hana	hana	A	/
2	nose	nose	Hirayama1992	Kakogawa	hana	hana	A	/
2	nose	nose	Hirayama1992	Yamato-Koriyama	hana	hana	A	/
2	nose	nose	Hirayama1992	Totsukawa	hana	hana	A	/
2	nose	nose	Hirayama1992	Arida	hana	hana	A	/
2	nose	nose	Hirayama1992	Tottori	hana	hana	A	/
2	nose	nose	Hirayama1992	Izumo	hana	hana	A	/
2	nose	nose	Hirayama1992	Okayama	hana	hana	A	/
2	nose	nose	Hirayama1992	Hiroshima	hana	hana	A	/
2	nose	nose	Hirayama1992	Yuki	hana	hana	A	/
2	nose	nose	Hirayama1992	Tokuji	hana	hana	A	/
2	nose	nose	Hirayama1992	Tokushima	hana	hana	A	/
2	nose	nose	Hirayama1992	Kagawa	hana	hana	A	/
2	nose	nose	Hirayama1992	Matsuyama	hana	hana	A	/
2	nose	nose	Hirayama1992	Oozu	hana	hana	A	/
2	nose	nose	Hirayama1992	Kochi	hana	hana	A	/
2	nose	nose	Hirayama1992	Fukuoka	hana	hana	A	/
2	nose	nose	Hirayama1992	Kitagata	hana	hana	A	/
2	nose	nose	Hirayama1992	Nagasaki	hana	hana	A	/
2	nose	nose	Hirayama1992	Fukue	hana	hana	A	/
2	nose	nose	Hirayama1992	Kagami	hana	hana	A	/
2	nose	nose	Hirayama1992	Notsu	hana	hana	A	/
2	nose	nose	Hirayama1992	Miyazaki	hana	hana	A	/
2	nose	nose	Hirayama1992	Kagoshima	hana	hana	A	/
2	nose	nose	Hirayama1992	Kamikoshiki	hana	hana	A	/
2	nose	nose	Hirayama1992	Naze	hana	hana	A	/
2	nose	nose	Hirayama1992	Motobu	F\ana	ꜰana	A	/
2	nose	nose	Hirayama1992	Hirara	pana	pana	A	/
2	nose	nose	Hirayama1992	Ikema	hana	hana	A	/
2	nose	nose	Hirayama1992	Nagahama	pana	pana	A	/
2	nose	nose	Hirayama1992	Tarama	pana	pana	A	/
2	nose	nose	Hirayama1992	Hatoma	pana	pana	A	/
2	nose	nose	Hirayama1966	Naze	hana	hana	A	/
2	nose	nose	Hirayama1966	Koniya	hana	hana	A	/
2	nose	nose	Hirayama1966	Kametsu	hana	hana	A	/
2	nose	nose	Hirayama1966	Shitooke	hana	hana	A	/
2	nose	nose	Hirayama1966	Serikaku	hana:	hanaː	A	/
2	nose	nose	Hirayama1966	Chabana	pana	pana	A	/
2	nose	nose	Hirayama1966	Hentona	F\ana	ꜰana	A	/
2	nose	nose	Hirayama1966	Ie	pana	pana	A	/
2	nose	nose	Hirayama1966	Ou	hana	hana	A	/
2	nose	nose	Hirayama1966	Hirara	pana	pana	A	/
2	nose	nose	Hirayama1966	Ikema	hana	hana	A	/
2	nose	nose	Hirayama1966	Ishigaki	pana	pana	A	/
2	nose	nose	Hirayama1966	Hateruma	pa_0n_0a	pḁn̥a	A	/
2	nose	nose	Hirayama1966	Kagoshima	hana	hana	A	/
2	nose	nose	Hirayama1967	Naze	hana	hana	A	/
2	nose	nose	Hirayama1967	Shuri	hana	hana	A	/
2	nose	nose	Hirayama1967	Ou	hana	hana	A	/
2	nose	nose	Hirayama1967	Ikema	hana	hana	A	/
2	nose	nose	Hirayama1967	Oura	pana	pana	A	/
2	nose	nose	Hirayama1967	Uechi	pana	pana	A	/
2	nose	nose	Hirayama1967	Tarama	pana	pana	A	/
2	nose	nose	Hirayama1967	Ishigaki	pana	pana	A	/
2	nose	nose	Hirayama1967	Ohama	pana	pana	A	/
2	nose	nose	Hirayama1967	Taketomi	hana	hana	A	/
2	nose	nose	Hirayama1967	Sonai	pa_0n_0a	pḁn̥a	A	/
2	nose	nose	Hirayama1967	Kuroshima	pana	pana	A	/
2	nose	nose	Hirayama1967	Hateruma	pa_0n_0a	pḁn̥a	A	/
2	nose	nose	Hirayama1967	Yonaguni	hanaburu	hanaburu	A	/
2	nose	nose	Hirayama1967	Kagoshima	hana	hana	A	/
2	nose	nose	Hirayama1967	Kyoto	hana	hana	A	/
2	nose	nose	Hirayama1988	Ishigaki	pana	pana	A	/
2	nose	nose	Hirayama1988	Hateruma	pa_0n_0a	pḁn̥a	A	/
2	nose	nose	Hirayama1988	Yonaguni	hanaburu	hanaburu	A	/
2	nose	nose	Hirayama1986	Wadomari	hana:\	hanaˑ	A	/
2	nose	nose	Hirayama1986	China	F\ana:\	ꜰanaˑ	A	/
2	nose	nose	Hirayama1986	Tokunoshima	hana:\	hanaˑ	A	/
3	to go	to go	Lee&Hasegawa2011	OldJapanese	/	/	/	/
3	to go	to go	Lee&Hasegawa2011	LateMiddleJapanese	/	/	/	/
3	to go	to go	Hattori1954	OldJapanese	/	/	/	/
3	to go	to go	Hirayama1992	Sapporo	ikM	ikɯ	A	/
3	to go	to go	Hirayama1992	Rebun	e_rgM_"	e̝ɡɯ̈	A	/
3	to go	to go	Hirayama1992	Aomori	e_rgM_"	e̝ɡɯ̈	A	/
3	to go	to go	Hirayama1992	Hirosaki	e_rgM_"	e̝ɡɯ̈	A	/
3	to go	to go	Hirayama1992	Hachinohe	e_rgM_"	e̝ɡɯ̈	A	/
3	to go	to go	Hirayama1992	Morioka	e_rgM_"	e̝ɡɯ̈	A	/
3	to go	to go	Hirayama1992	Ashiro	e_rgM_"	e̝ɡɯ̈	A	/
3	to go	to go	Hirayama1992	Sendai	e_rNM_"	e̝ŋɯ̈	A	/
3	to go	to go	Hirayama1992	Akita	e_rgM_"	e̝ɡɯ̈	A	/
3	to go	to go	Hirayama1992	Kawabe	e_rgM_"	e̝ɡɯ̈	A	/
3	to go	to go	Hirayama1992	Amarume	e_rgM_"	e̝ɡɯ̈	A	/
3	to go	to go	Hirayama1992	Koriyama	i_"NM_"	ïŋɯ̈	A	/
3	to go	to go	Hirayama1992	Aizutakada	i_"NM_"	ïŋɯ̈	A	/
3	to go	to go	Hirayama1992	Ibaraki	e_rNM	e̝ŋɯ	A	/
3	to go	to go	Hirayama1992	Utsunomiya	i_"kM_"	ïkɯ̈	A	/
3	to go	to go	Hirayama1992	Takasaki	igM	iɡɯ	A	/
3	to go	to go	Hirayama1992	Menuma	igM	iɡɯ	A	/
3	to go	to go	Hirayama1992	Tako	igM	iɡɯ	A	/
3	to go	to go	Hirayama1992	Sodegaura	igM	iɡɯ	A	/
3	to go	to go	Hirayama1992	Tokyo	ikM	ikɯ	A	/
3	to go	to go	Hirayama1992	Okutama	jMkM	jɯkɯ	A	/
3	to go	to go	Hirayama1992	Hachijo	ikM	ikɯ	A	/
3	to go	to go	Hirayama1992	Sagamihara	ikM	ikɯ	A	/
3	to go	to go	Hirayama1992	Niigata	e_rkM	e̝kɯ	A	/
3	to go	to go	Hirayama1992	Niibo	ikM	ikɯ	A	/
3	to go	to go	Hirayama1992	Toyama	ikM	ikɯ	A	/
3	to go	to go	Hirayama1992	Gokayama	ikM	ikɯ	A	/
3	to go	to go	Hirayama1992	Kanazawa	ikM	ikɯ	A	/
3	to go	to go	Hirayama1992	Nanao	ikM	ikɯ	A	/
3	to go	to go	Hirayama1992	Fukui	ikM	ikɯ	A	/
3	to go	to go	Hirayama1992	Kofu	ikM	ikɯ	A	/
3	to go	to go	Hirayama1992	Nagano	e_rkM	e̝kɯ	A	/
3	to go	to go	Hirayama1992	Akiyama	e_rgo	e̝ɡo	A	/
3	to go	to go	Hirayama1992	Gifu	ikM	ikɯ	A	/
3	to go	to go	Hirayama1992	Shizuoka	ikM	ikɯ	A	/
3	to go	to go	Hirayama1992	Nagoya	ikM	ikɯ	A	/
3	to go	to go	Hirayama1992	Ano	juku	juku	A	/
3	to go	to go	Hirayama1992	Santou	iku	iku	A	/
3	to go	to go	Hirayama1992	Kyoto	iku	iku	A	/
3	to go	to go	Hirayama1992	Osaka	iku	iku	A	/
3	to go	to go	Hirayama1992	Kishiwada	iku	iku	A	/
3	to go	to go	Hirayama1992	Kakogawa	iku	iku	A	/
3	to go	to go	Hirayama1992	Yamato-Koriyama	iku	iku	A	/
3	to go	to go	Hirayama1992	Totsukawa	iku	iku	A	/
3	to go	to go	Hirayama1992	Arida	iku	iku	A	/
3	to go	to go	Hirayama1992	Tottori	ikM	ikɯ	A	/
3	to go	to go	Hirayama1992	Izumo	e_rkM_"	e̝kɯ̈	A	/
3	to go	to go	Hirayama1992	Okayama	iku	iku	A	/
3	to go	to go	Hirayama1992	Hiroshima	iku	iku	A	/
3	to go	to go	Hirayama1992	Yuki	iku	iku	A	/
3	to go	to go	Hirayama1992	Tokuji	iku	iku	A	/
3	to go	to go	Hirayama1992	Tokushima	juku	juku	A	/
3	to go	to go	Hirayama1992	Kagawa	iku	iku	A	/
3	to go	to go	Hirayama1992	Matsuyama	iku	iku	A	/
3	to go	to go	Hirayama1992	Oozu	iku	iku	A	/
3	to go	to go	Hirayama1992	Kochi	iku	iku	A	/
3	to go	to go	Hirayama1992	Fukuoka	iku	iku	A	/
3	to go	to go	Hirayama1992	Kitagata	iku	iku	A	/
3	to go	to go	Hirayama1992	Nagasaki	juku	juku	A	/
3	to go	to go	Hirayama1992	Fukue	juT\	juᴛ	A	/
3	to go	to go	Hirayama1992	Kagami	iku_0	iku̥	A	/
3	to go	to go	Hirayama1992	Notsu	iku	iku	A	/
3	to go	to go	Hirayama1992	Miyazaki	iku	iku	A	/
3	to go	to go	Hirayama1992	Kagoshima	iT\	iᴛ	A	/
3	to go	to go	Hirayama1992	Kamikoshiki	iku	iku	A	/
3	to go	to go	Hirayama1992	Naze	?ikjuN\	ʔikjuɴ	A	/
3	to go	to go	Hirayama1992	Motobu	?ikuN\	ʔikuɴ	A	/
3	to go	to go	Hirayama1992	Hirara	ik__si_"	ikˢï	A	/
3	to go	to go	Hirayama1992	Ikema	ifu	ifu	A	/
3	to go	to go	Hirayama1992	Nagahama	ifu	ifu	A	/
3	to go	to go	Hirayama1992	Tarama	ik__si_"	ikˢï	A	/
3	to go	to go	Hirayama1992	Hatoma	paruN\	paruɴ	B	/
3	to go	to go	Hirayama1966	Naze	?ikjuN\	ʔikjuɴ	A	/
3	to go	to go	Hirayama1966	Koniya	?ikjum	ʔikjum	A	/
3	to go	to go	Hirayama1966	Kametsu	?ikjui	ʔikjui	A	/
3	to go	to go	Hirayama1966	Shitooke	?ikjuN\	ʔikjuɴ	A	/
3	to go	to go	Hirayama1966	Serikaku	?ikjuN\	ʔikjuɴ	A	/
3	to go	to go	Hirayama1966	Chabana	?ikjuN\	ʔikjuɴ	A	/
3	to go	to go	Hirayama1966	Hentona	?ikiN\	ʔikiɴ	A	/
3	to go	to go	Hirayama1966	Ie	?itSuN\	ʔitʃuɴ	A	/
3	to go	to go	Hirayama1966	Ou	?itSuN\	ʔitʃuɴ	A	/
3	to go	to go	Hirayama1966	Hirara	iki_"	ikï	A	/
3	to go	to go	Hirayama1966	Ikema	iki:	ikiː	A	/
3	to go	to go	Hirayama1966	Ishigaki	?iki_"N\	ʔikïɴ	A	/
3	to go	to go	Hirayama1966	Hateruma	?NguN\	ʔŋɡuɴ	A	/
3	to go	to go	Hirayama1966	Kagoshima	iT\	iᴛ	A	/
3	to go	to go	Hirayama1967	Naze	?ikjuN\	ʔikjuɴ	A	/
3	to go	to go	Hirayama1967	Shuri	?itSuN\	ʔitʃuɴ	A	/
3	to go	to go	Hirayama1967	Ou	?itSuN\	ʔitʃuɴ	A	/
3	to go	to go	Hirayama1967	Ikema	hai	hai	B	/
3	to go	to go	Hirayama1967	Oura	?iki_"	ʔikï	A	/
3	to go	to go	Hirayama1967	Uechi	?iki_"	ʔikï	A	/
3	to go	to go	Hirayama1967	Tarama	?iki_"	ʔikï	A	/
3	to go	to go	Hirayama1967	Ishigaki	?ikuN\	ʔikuɴ	A	/
3	to go	to go	Hirayama1967	Ohama	?ikuN\	ʔikuɴ	A	/
3	to go	to go	Hirayama1967	Taketomi	paruN\	paruɴ	B	/
3	to go	to go	Hirayama1967	Sonai	NgiruN\	ŋɡiruɴ	A	/
3	to go	to go	Hirayama1967	Kuroshima	paruN\	paruɴ	B	/
3	to go	to go	Hirayama1967	Hateruma	NguN\	ŋɡuɴ	A	/
3	to go	to go	Hirayama1967	Yonaguni	CiruN	çiruŋ	A	/
3	to go	to go	Hirayama1967	Kagoshima	iT\	iᴛ	A	/
3	to go	to go	Hirayama1967	Kyoto	iku	iku	A	/
3	to go	to go	Hirayama1988	Ishigaki	?ikuN\	ʔikuɴ	A	/
3	to go	to go	Hirayama1988	Hateruma	NguN\	ŋɡuɴ	A	/
3	to go	to go	Hirayama1988	Yonaguni	CiruN\	çiruɴ	A	/
3	to go	to go	Hirayama1986	Wadomari	?itSuN\	ʔitʃuɴ	A	/
3	to go	to go	Hirayama1986	China	?ikjuN\	ʔikjuɴ	A	/
3	to go	to go	Hirayama1986	Tokunoshima	?IkjuI	ʔɪkjuɪ	A	/
4	water	water	Lee&Hasegawa2011	OldJapanese	midu	midu	A	/
4	water	water	Lee&Hasegawa2011	LateMiddleJapanese	midzu	midzu	A	/
4	water	water	Hattori1954	OldJapanese	midu	midu	A	/
4	water	water	Hirayama1992	Sapporo	midzM	midzɯ	A	/
4	water	water	Hirayama1992	Rebun	mi_"__ndzi_"	mïⁿdzï	A	/
4	water	water	Hirayama1992	Aomori	mi_"__ndzi_"	mïⁿdzï	A	/
4	water	water	Hirayama1992	Hirosaki	mi_"__ndzi_"	mïⁿdzï	A	/
4	water	water	Hirayama1992	Hachinohe	mi_"__ndzM_"	mïⁿdzɯ̈	A	/
4	water	water	Hirayama1992	Morioka	mi_"__ndzM_"	mïⁿdzɯ̈	A	/
4	water	water	Hirayama1992	Ashiro	mi_"dzi_"	mïdzï	A	/
4	water	water	Hirayama1992	Sendai	mi_"__ndzM_"	mïⁿdzɯ̈	A	/
4	water	water	Hirayama1992	Akita	mi_"__ndzi_"	mïⁿdzï	A	/
4	water	water	Hirayama1992	Kawabe	mi_"dzi_"	mïdzï	A	/
4	water	water	Hirayama1992	Amarume	mi_"__ndzi_"	mïⁿdzï	A	/
4	water	water	Hirayama1992	Koriyama	mi_"dzM_"	mïdzɯ̈	A	/
4	water	water	Hirayama1992	Aizutakada	mi_"__dzM_"	mïᵈzɯ̈	A	/
4	water	water	Hirayama1992	Ibaraki	mi_"__dzM_"	mïᵈzɯ̈	A	/
4	water	water	Hirayama1992	Utsunomiya	mi_"__dzM_"	mïᵈzɯ̈	A	/
4	water	water	Hirayama1992	Takasaki	mi__dzM	miᵈzɯ	A	/
4	water	water	Hirayama1992	Menuma	mi__dzM	miᵈzɯ	A	/
4	water	water	Hirayama1992	Tako	midzM_"	midzɯ̈	A	/
4	water	water	Hirayama1992	Sodegaura	mi__dzM	miᵈzɯ	A	/
4	water	water	Hirayama1992	Tokyo	mi__dzM	miᵈzɯ	A	/
4	water	water	Hirayama1992	Okutama	mi__dzM	miᵈzɯ	A	/
4	water	water	Hirayama1992	Hachijo	mi__dzM	miᵈzɯ	A	/
4	water	water	Hirayama1992	Sagamihara	mi__dzM	miᵈzɯ	A	/
4	water	water	Hirayama1992	Niigata	mi__dzM	miᵈzɯ	A	/
4	water	water	Hirayama1992	Niibo	mi__dzM	miᵈzɯ	A	/
4	water	water	Hirayama1992	Toyama	mi__dzM	miᵈzɯ	A	/
4	water	water	Hirayama1992	Gokayama	mi__dzM	miᵈzɯ	A	/
4	water	water	Hirayama1992	Kanazawa	mi__dzM	miᵈzɯ	A	/
4	water	water	Hirayama1992	Nanao	mi__dzM	miᵈzɯ	A	/
4	water	water	Hirayama1992	Fukui	mi__dzM	miᵈzɯ	A	/
4	water	water	Hirayama1992	Kofu	mi__dzM	miᵈzɯ	A	/
4	water	water	Hirayama1992	Nagano	mizM	mizɯ	A	/
4	water	water	Hirayama1992	Akiyama	mezM_"	mezɯ̈	A	/
4	water	water	Hirayama1992	Gifu	mi__dzM	miᵈzɯ	A	/
4	water	water	Hirayama1992	Shizuoka	midzM	midzɯ	A	/
4	water	water	Hirayama1992	Nagoya	mi__dzM	miᵈzɯ	A	/
4	water	water	Hirayama1992	Ano	mizu	mizu	A	/
4	water	water	Hirayama1992	Santou	mi__dzu	miᵈzu	A	/
4	water	water	Hirayama1992	Kyoto	mizu	mizu	A	/
4	water	water	Hirayama1992	Osaka	mizu	mizu	A	/
4	water	water	Hirayama1992	Kishiwada	mizu	mizu	A	/
4	water	water	Hirayama1992	Kakogawa	mizu	mizu	A	/
4	water	water	Hirayama1992	Yamato-Koriyama	mi__dzu	miᵈzu	A	/
4	water	water	Hirayama1992	Totsukawa	mi__dzu	miᵈzu	A	/
4	water	water	Hirayama1992	Arida	mi__dzu	miᵈzu	A	/
4	water	water	Hirayama1992	Tottori	mi__dzM	miᵈzɯ	A	/
4	water	water	Hirayama1992	Izumo	me_r__dzi_"	me̝ᵈzï	A	/
4	water	water	Hirayama1992	Okayama	mizu	mizu	A	/
4	water	water	Hirayama1992	Hiroshima	mizu	mizu	A	/
4	water	water	Hirayama1992	Yuki	mizu	mizu	A	/
4	water	water	Hirayama1992	Tokuji	mi__dzu	miᵈzu	A	/
4	water	water	Hirayama1992	Tokushima	mizu	mizu	A	/
